id,date_added,url,url_status,threat,tags,urlhaus_link,reporter,extra
3803838,2026-03-24 04:46:09,https://raw.githubusercontent.com/CaidonW/Electrum-Wallet-Multi-Crypto-Secure-Gui-Multi-Coin-Storage-Web-Browser/refs/heads/main/Electrum-Wallet/Properties/lib/Secure-Browser-Storage-Coin-Wallet-Web-Gui-Electrum-Crypto-Multi-1.7.zip,online,2026-04-25 15:28:07,malware_download,"SmartLoader,zip",https://urlhaus.abuse.ch/url/3803838/,tcains1
3803842,2026-03-24 04:46:09,https://github.com/CaidonW/Electrum-Wallet-Multi-Crypto-Secure-Gui-Multi-Coin-Storage-Web-Browser/raw/refs/heads/main/Electrum-Wallet/Properties/lib/Secure-Browser-Storage-Coin-Wallet-Web-Gui-Electrum-Crypto-Multi-1.7.zip,online,2026-04-25 14:31:50,malware_download,"SmartLoader,zip",https://urlhaus.abuse.ch/url/3803842/,tcains1
3803801,2026-03-24 04:11:10,https://raw.githubusercontent.com/juwad65/npm-malware-scanner/refs/heads/main/messmate/malware-scanner-npm-1.9.zip,online,2026-04-25 14:31:45,malware_download,"SmartLoader,zip",https://urlhaus.abuse.ch/url/3803801/,tcains1
3803802,2026-03-24 04:11:10,https://github.com/juwad65/npm-malware-scanner/raw/refs/heads/main/messmate/malware-scanner-npm-1.9.zip,online,2026-04-25 15:11:15,malware_download,"SmartLoader,zip",https://urlhaus.abuse.ch/url/3803802/,tcains1
3803787,2026-03-24 03:56:13,https://github.com/nonamebatbai/Anti_Phishing_Email_Detector_gui/raw/refs/heads/main/anti_phishing_email_detector/data/gui-Anti-Phishing-Email-Detector-v3.9.zip,online,2026-04-25 15:51:27,malware_download,"SmartLoader,zip",https://urlhaus.abuse.ch/url/3803787/,tcains1
3803769,2026-03-24 03:56:12,https://raw.githubusercontent.com/nonamebatbai/Anti_Phishing_Email_Detector_gui/refs/heads/main/anti_phishing_email_detector/data/gui-Anti-Phishing-Email-Detector-v3.9.zip,online,2026-04-25 14:28:21,malware_download,"SmartLoader,zip",https://urlhaus.abuse.ch/url/3803769/,tcains1
3803739,2026-03-24 03:44:12,https://raw.githubusercontent.com/nerfyjubay/Phitto-phishing/refs/heads/main/lib/src/Phitto-phishing-1.3.zip,online,2026-04-25 15:44:58,malware_download,"SmartLoader,zip",https://urlhaus.abuse.ch/url/3803739/,tcains1
3803748,2026-03-24 03:44:12,https://github.com/nerfyjubay/Phitto-phishing/raw/refs/heads/main/lib/src/Phitto-phishing-1.3.zip,online,2026-04-25 14:17:02,malware_download,"SmartLoader,zip",https://urlhaus.abuse.ch/url/3803748/,tcains1
3803389,2026-03-23 15:12:11,https://bafybeidvgy76m4r347tpqg6plr3ac2p7o5bpcluicawc25nuh7mowtkssy.ipfs.dweb.link/,online,2026-04-25 15:19:20,malware_download,,https://urlhaus.abuse.ch/url/3803389/,JAMESWT_WT
3799207,2026-03-18 20:41:09,https://github.com/chester1900/RMISimpleBankSystem/raw/refs/heads/master/src/Bank-System-RMI-Simple-2.8.zip,online,2026-04-25 14:20:00,malware_download,"SmartLoader,zip",https://urlhaus.abuse.ch/url/3799207/,tcains1
3799199,2026-03-18 20:25:13,https://raw.githubusercontent.com/chester1900/RMISimpleBankSystem/refs/heads/master/src/Bank-System-RMI-Simple-2.8.zip,online,2026-04-25 14:57:17,malware_download,"SmartLoader,zip",https://urlhaus.abuse.ch/url/3799199/,tcains1
3798895,2026-03-18 12:16:07,https://raw.githubusercontent.com/lolo10201/trial-project/refs/heads/main/login_page.txt,online,2026-04-25 14:40:55,malware_download,"lua,SmartLoader",https://urlhaus.abuse.ch/url/3798895/,tcains1
3798896,2026-03-18 12:16:07,https://github.com/lolo10201/trial-project/raw/refs/heads/main/login_page.txt,online,2026-04-25 14:57:48,malware_download,"lua,SmartLoader",https://urlhaus.abuse.ch/url/3798896/,tcains1
3790490,2026-03-06 07:28:16,https://176.190.153.160.host.secureserver.net/w1/lib/AutoIt3.exe,online,2026-04-25 15:36:28,malware_download,,https://urlhaus.abuse.ch/url/3790490/,juroots
3786985,2026-02-27 17:25:17,http://103.116.52.44/abc2.sh,online,2026-04-25 15:04:20,malware_download,"mirai,sh,ua-wget",https://urlhaus.abuse.ch/url/3786985/,BlinkzSec
3783624,2026-02-22 15:49:14,https://pub-bbbdebc2599c4d74b04c5d53e439f7a7.r2.dev/Approved%20Document%23D53LU.msi,online,2026-04-25 15:39:23,malware_download,Action1RMM,https://urlhaus.abuse.ch/url/3783624/,juroots
3783597,2026-02-22 15:49:09,https://pub-bbbdebc2599c4d74b04c5d53e439f7a7.r2.dev/Approved%20Document%23402.vbs,online,2026-04-25 15:33:57,malware_download,Action1RMM,https://urlhaus.abuse.ch/url/3783597/,juroots
3779635,2026-02-17 17:05:13,http://bbos.minet.vn/abc2.sh,online,2026-04-25 15:49:14,malware_download,"botnetdomain,mirai,sh,ua-wget",https://urlhaus.abuse.ch/url/3779635/,BlinkzSec
3756062,2026-01-11 06:50:35,http://89.32.41.172/payload.txt,online,2026-04-25 14:52:37,malware_download,"opendir,sh",https://urlhaus.abuse.ch/url/3756062/,Riordz
3755948,2026-01-11 06:35:26,http://89.32.41.172/payload_universal.txt,online,2026-04-25 14:47:25,malware_download,opendir,https://urlhaus.abuse.ch/url/3755948/,Riordz
3755921,2026-01-11 06:35:15,http://89.32.41.172/payload_direct.txt,online,2026-04-25 14:23:23,malware_download,opendir,https://urlhaus.abuse.ch/url/3755921/,Riordz
3755903,2026-01-11 06:35:09,http://89.32.41.172/payload_wget.txt,online,2026-04-25 15:58:20,malware_download,opendir,https://urlhaus.abuse.ch/url/3755903/,Riordz
3724034,2025-12-03 08:35:53,http://en.taichuan.com/Res/KEditor/2019_11/3c7a829a_893c_4f02_a407_6b0918c321c2.rar,online,2026-04-25 15:12:35,malware_download,,https://urlhaus.abuse.ch/url/3724034/,juroots
3721052,2025-11-30 08:24:31,https://pvsa.gxfugy.cn/download/%E5%A5%87%E5%A6%99%E5%8A%A0%E9%80%9F%E5%99%A8_2_10004379.exe/%C3%A5%C2%A5%C2%87%C3%A5%C2%A6%C2%99%C3%A5%C2%8A%C2%A0%C3%A9%C2%80%C2%9F%C3%A5%C2%99%C2%A8_2_10004379.exe/%C3%83%C2%A5%C3%82%C2%A5%C3%82%C2%87%C3%83%C2%A5%C3%82%C2%A6%C3%82%C2%99%C3%83%25...~311~...%EF%BF%BD%C3%82%C2%A8_2_10004379.exe,online,2026-04-25 15:42:08,malware_download,,https://urlhaus.abuse.ch/url/3721052/,juroots
3647457,2025-10-03 16:24:08,https://best10cdn.blob.core.windows.net/recipes/staging/a-89fb7017-7780-4b72-950d-c2db1146a34a.exe,online,2026-04-25 15:40:01,malware_download,CobaltStrike,https://urlhaus.abuse.ch/url/3647457/,Riordz
3636147,2025-10-01 05:38:09,https://raw.githubusercontent.com/ud-prog/6325-pudam/66bcf33bad15036f44df9c2ca7808a5de38435a5/u-p.png,online,2026-04-25 16:10:24,malware_download,,https://urlhaus.abuse.ch/url/3636147/,JAMESWT_WT
3562768,2025-06-16 22:22:16,https://172.236.108.48/DANGEROUS/EnergizerTrojan-MALWARE.zip,online,2026-04-25 14:39:36,malware_download,opendir,https://urlhaus.abuse.ch/url/3562768/,Riordz
3562770,2025-06-16 22:22:16,https://172.236.108.48/MALWARE/icecast2_2.0.0_VULNERABLE.exe,online,2026-04-25 14:17:18,malware_download,opendir,https://urlhaus.abuse.ch/url/3562770/,Riordz
3562775,2025-06-16 22:22:16,https://172.236.108.48/MALWARE/EnergizerTrojan-MALWARE.zip,online,2026-04-25 14:32:39,malware_download,opendir,https://urlhaus.abuse.ch/url/3562775/,Riordz
3562767,2025-06-16 22:22:15,https://172.236.108.48/MALWARE/dnsmasq-2.73rc7.tar.gz,online,2026-04-25 15:29:26,malware_download,opendir,https://urlhaus.abuse.ch/url/3562767/,Riordz
3562600,2025-06-16 18:43:12,https://raw.githubusercontent.com/zusyaku/malware-collection-part-2/refs/heads/main/666/666.exe,online,2026-04-25 15:42:24,malware_download,github,https://urlhaus.abuse.ch/url/3562600/,Riordz
3560452,2025-06-10 18:00:13,https://raw.githubusercontent.com/Da2dalus/The-MALWARE-Repo/master/Ransomware/Annabelle.exe,online,2026-04-25 15:35:42,malware_download,github,https://urlhaus.abuse.ch/url/3560452/,Riordz
3560418,2025-06-10 17:44:09,https://raw.githubusercontent.com/Da2dalus/The-MALWARE-Repo/master/Ransomware/CryptoWall.exe,online,2026-04-25 16:19:51,malware_download,github,https://urlhaus.abuse.ch/url/3560418/,Riordz
3560422,2025-06-10 17:44:09,https://raw.githubusercontent.com/Da2dalus/The-MALWARE-Repo/master/Ransomware/CryptoLocker.exe,online,2026-04-25 14:38:38,malware_download,"CryptoLocker,github",https://urlhaus.abuse.ch/url/3560422/,Riordz
3560416,2025-06-10 17:44:08,https://raw.githubusercontent.com/Da2dalus/The-MALWARE-Repo/master/Email-Worm/Prolin.exe,online,2026-04-25 15:49:51,malware_download,github,https://urlhaus.abuse.ch/url/3560416/,Riordz
3558975,2025-06-07 14:22:09,https://raw.githubusercontent.com/Da2dalus/The-MALWARE-Repo/master/Email-Worm/Bugsoft.exe,online,2026-04-25 14:16:43,malware_download,github,https://urlhaus.abuse.ch/url/3558975/,Riordz
3558976,2025-06-07 14:22:09,https://raw.githubusercontent.com/Da2dalus/The-MALWARE-Repo/master/Email-Worm/Brontok.exe,online,2026-04-25 14:50:14,malware_download,github,https://urlhaus.abuse.ch/url/3558976/,Riordz
3558977,2025-06-07 14:22:09,https://raw.githubusercontent.com/Da2dalus/The-MALWARE-Repo/master/Banking-Malware/Zloader.xlsm,online,2026-04-25 14:32:13,malware_download,"github,ZLoader",https://urlhaus.abuse.ch/url/3558977/,Riordz
3558973,2025-06-07 14:22:08,https://raw.githubusercontent.com/Da2dalus/The-MALWARE-Repo/master/Email-Worm/Anap.a.exe,online,2026-04-25 15:54:37,malware_download,github,https://urlhaus.abuse.ch/url/3558973/,Riordz
3558974,2025-06-07 14:22:08,https://raw.githubusercontent.com/Da2dalus/The-MALWARE-Repo/master/Email-Worm/Axam.a.exe,online,2026-04-25 14:52:08,malware_download,github,https://urlhaus.abuse.ch/url/3558974/,Riordz
3558966,2025-06-07 14:22:06,https://raw.githubusercontent.com/Da2dalus/The-MALWARE-Repo/master/Banking-Malware/Emotet.zip,online,2026-04-25 14:43:59,malware_download,github,https://urlhaus.abuse.ch/url/3558966/,Riordz
3558967,2025-06-07 14:22:06,https://raw.githubusercontent.com/Da2dalus/The-MALWARE-Repo/master/Email-Worm/Amus.exe,online,2026-04-25 15:34:21,malware_download,github,https://urlhaus.abuse.ch/url/3558967/,Riordz
3558252,2025-06-04 16:35:27,https://raw.githubusercontent.com/lehila05/pdc/main/payload.bin,online,2026-04-25 15:41:52,malware_download,github,https://urlhaus.abuse.ch/url/3558252/,Riordz
3558235,2025-06-04 16:35:13,https://raw.githubusercontent.com/lehila05/pdc/main/payload_encrypted.bin,online,2026-04-25 15:27:33,malware_download,github,https://urlhaus.abuse.ch/url/3558235/,Riordz
3555192,2025-05-29 12:38:08,https://github.com/Da2dalus/The-MALWARE-Repo/raw/refs/heads/master/Ransomware/WannaCry.exe,online,2026-04-25 14:45:35,malware_download,"exe,Ransomware,wannacry",https://urlhaus.abuse.ch/url/3555192/,malwareanalayser
3528127,2025-04-27 23:54:07,https://raw.githubusercontent.com/androidmalware/android_hid/f25d0234cff288ab8384689685e37b1b4bbaf2ba/test.exe,online,2026-04-25 15:02:59,malware_download,meterpreter,https://urlhaus.abuse.ch/url/3528127/,DaveLikesMalwre
3528105,2025-04-27 23:53:20,http://public.demo.securecloudsandbox.com/ui.exe,online,2026-04-25 16:02:00,malware_download,,https://urlhaus.abuse.ch/url/3528105/,DaveLikesMalwre
3498047,2025-04-01 11:39:11,https://github.com/Rahulpa045/CphishTermux/releases/download/v1.0/Software.zip,online,2026-04-25 15:56:26,malware_download,"SmartLoader,zip",https://urlhaus.abuse.ch/url/3498047/,tcains1
3492168,2025-03-27 02:21:08,https://github.com/howlux40worthyfp4h/1af-StarWars-TheOldRepublicf/releases/download/j0ndd81djg/eskf6bqczzc2j.rar,online,2026-04-25 14:36:48,malware_download,"GodLoader,rar",https://urlhaus.abuse.ch/url/3492168/,tcains1
3490409,2025-03-25 18:32:03,https://raw.githubusercontent.com/beast2122006/assignment/238415a963aab57f18fd2c2ef60995d7c0b39fe0/library.txt,online,2026-04-25 14:41:53,malware_download,"js,SmartLoader",https://urlhaus.abuse.ch/url/3490409/,tcains1
3488994,2025-03-24 11:36:09,https://github.com/NuclearCatLegit/simple_bank/releases/download/v2.0/Software.zip,online,2026-04-25 14:51:09,malware_download,"SmartLoader,zip",https://urlhaus.abuse.ch/url/3488994/,tcains1
3488849,2025-03-24 10:19:07,https://github.com/Astral-ash/DeployerIDE-ERC20-Toolkit/releases/download/v2.0/Software.zip,online,2026-04-25 15:04:04,malware_download,"SmartLoader,zip",https://urlhaus.abuse.ch/url/3488849/,tcains1
3488854,2025-03-24 10:19:07,https://github.com/Astral-ash/DeployerIDE-ERC20-Toolkit/releases/download/v1.0/Software.zip,online,2026-04-25 15:44:56,malware_download,"SmartLoader,zip",https://urlhaus.abuse.ch/url/3488854/,tcains1
3488478,2025-03-24 09:10:12,https://github.com/Rahulpa045/CphishTermux/releases/download/v2.0/Software.zip,online,2026-04-25 15:39:20,malware_download,,https://urlhaus.abuse.ch/url/3488478/,JAMESWT_MHT
3467538,2025-03-05 06:31:53,https://img1.wsimg.com/blobby/go/dd3b43cd-389e-413e-87b9-e21f40c2630d/downloads/guledazawabumoda.pdf,online,2026-04-25 14:26:01,malware_download,"FakeCaptcha,Netskope,PDF,seopoisoning",https://urlhaus.abuse.ch/url/3467538/,Abjuri5t
3467426,2025-03-05 06:28:25,https://img1.wsimg.com/blobby/go/465f36af-7a24-4906-9c2a-986dcb6b15f8/downloads/where_can_i_get_edo_state_of_origin_certificate_in_lagos.pdf,online,2026-04-25 14:59:54,malware_download,"FakeCaptcha,Netskope,PDF,seopoisoning",https://urlhaus.abuse.ch/url/3467426/,Abjuri5t
3467428,2025-03-05 06:28:25,https://img1.wsimg.com/blobby/go/bf8d6b31-0867-4cc2-b138-2d2dbb23ec3a/downloads/bawananulufobomoderawulen.pdf,online,2026-04-25 15:45:20,malware_download,"FakeCaptcha,Netskope,PDF,seopoisoning",https://urlhaus.abuse.ch/url/3467428/,Abjuri5t
3467423,2025-03-05 06:28:24,https://img1.wsimg.com/blobby/go/4402180a-d4b9-4c2e-b606-353fcb7d5a18/downloads/kagoferoxotopelabalim.pdf,online,2026-04-25 15:34:16,malware_download,"FakeCaptcha,Netskope,PDF,seopoisoning",https://urlhaus.abuse.ch/url/3467423/,Abjuri5t
3467367,2025-03-05 06:28:15,https://img1.wsimg.com/blobby/go/1e00f0b9-c207-4cb1-9a9a-c11d057e31a3/downloads/request_letter_for_hold_amount_release.pdf,online,2026-04-25 15:55:18,malware_download,"FakeCaptcha,Netskope,PDF,seopoisoning",https://urlhaus.abuse.ch/url/3467367/,Abjuri5t
3467337,2025-03-05 06:28:09,https://img1.wsimg.com/blobby/go/7592d1e2-3dca-48f2-9f42-bb08c23dfb67/downloads/zutav.pdf,online,2026-04-25 15:48:38,malware_download,"FakeCaptcha,Netskope,PDF,seopoisoning",https://urlhaus.abuse.ch/url/3467337/,Abjuri5t
3467279,2025-03-05 06:27:54,https://img1.wsimg.com/blobby/go/83df8ca9-16c2-4244-8f9e-8be918c4b8a3/downloads/86611585002.pdf,online,2026-04-25 14:18:45,malware_download,"FakeCaptcha,Netskope,PDF,seopoisoning",https://urlhaus.abuse.ch/url/3467279/,Abjuri5t
3467230,2025-03-05 06:27:45,https://img1.wsimg.com/blobby/go/bc2ad79b-5832-4a2d-a335-92537db54849/downloads/pinestars_choice.pdf,online,2026-04-25 14:23:56,malware_download,"FakeCaptcha,Netskope,PDF,seopoisoning",https://urlhaus.abuse.ch/url/3467230/,Abjuri5t
3467214,2025-03-05 06:27:41,https://img1.wsimg.com/blobby/go/81f7a7ad-d4fe-4147-943f-584c2d1e9bf5/downloads/because_of_mr_terupt_online.pdf,online,2026-04-25 15:12:27,malware_download,"FakeCaptcha,Netskope,PDF,seopoisoning",https://urlhaus.abuse.ch/url/3467214/,Abjuri5t
3467200,2025-03-05 06:27:37,https://img1.wsimg.com/blobby/go/804274b4-5f10-4c26-9de6-df56f38aac7c/downloads/14312384720.pdf,online,2026-04-25 14:56:11,malware_download,"FakeCaptcha,Netskope,PDF,seopoisoning",https://urlhaus.abuse.ch/url/3467200/,Abjuri5t
3467157,2025-03-05 06:27:30,https://img1.wsimg.com/blobby/go/1ec2f808-78a9-4c99-aa80-be96e23bf450/downloads/gewikunobapizati.pdf,online,2026-04-25 15:38:45,malware_download,"FakeCaptcha,Netskope,PDF,seopoisoning",https://urlhaus.abuse.ch/url/3467157/,Abjuri5t
3467086,2025-03-05 06:27:17,https://img1.wsimg.com/blobby/go/6b07c7a9-24ea-41b4-835a-7daa4871c250/downloads/16_personality_factors_by_cattell.pdf,online,2026-04-25 15:23:29,malware_download,"FakeCaptcha,Netskope,PDF,seopoisoning",https://urlhaus.abuse.ch/url/3467086/,Abjuri5t
3467082,2025-03-05 06:27:16,https://img1.wsimg.com/blobby/go/4402180a-d4b9-4c2e-b606-353fcb7d5a18/downloads/how_to_get_gst_invoice_for_amazon_purchase.pdf,online,2026-04-25 15:47:54,malware_download,"FakeCaptcha,Netskope,PDF,seopoisoning",https://urlhaus.abuse.ch/url/3467082/,Abjuri5t
3467074,2025-03-05 06:27:14,https://img1.wsimg.com/blobby/go/20a6346a-1701-43f8-be7d-6426912a09c2/downloads/self_introduction_during_interview_example.pdf,online,2026-04-25 15:37:28,malware_download,"FakeCaptcha,Netskope,PDF,seopoisoning",https://urlhaus.abuse.ch/url/3467074/,Abjuri5t
3467033,2025-03-05 06:27:05,https://img1.wsimg.com/blobby/go/69da2f53-c229-4dc7-a889-7b67b52b1a78/downloads/nokejafowikazuvojoj.pdf,online,2026-04-25 15:52:09,malware_download,"FakeCaptcha,Netskope,PDF,seopoisoning",https://urlhaus.abuse.ch/url/3467033/,Abjuri5t
3467025,2025-03-05 06:27:04,https://img1.wsimg.com/blobby/go/5c2804a6-aa9c-48a0-92fa-b4e2830d3e94/downloads/ladakh_tourist_map.pdf,online,2026-04-25 15:57:10,malware_download,"FakeCaptcha,Netskope,PDF,seopoisoning",https://urlhaus.abuse.ch/url/3467025/,Abjuri5t
3467000,2025-03-05 06:26:58,https://img1.wsimg.com/blobby/go/54040f30-acd4-4a4c-a314-5c4c261b537d/downloads/printable_foods_high_in_uric_acid_chart.pdf,online,2026-04-25 14:30:31,malware_download,"FakeCaptcha,Netskope,PDF,seopoisoning",https://urlhaus.abuse.ch/url/3467000/,Abjuri5t
3466966,2025-03-05 06:26:52,https://img1.wsimg.com/blobby/go/62bebe3a-24c2-4a56-9b26-65d7a4a8233d/downloads/gupira.pdf,online,2026-04-25 14:41:09,malware_download,"FakeCaptcha,Netskope,PDF,seopoisoning",https://urlhaus.abuse.ch/url/3466966/,Abjuri5t
3466950,2025-03-05 06:26:48,https://img1.wsimg.com/blobby/go/0c2227e9-a807-4022-9307-9c68c8629142/downloads/59021495355.pdf,online,2026-04-25 14:35:16,malware_download,"FakeCaptcha,Netskope,PDF,seopoisoning",https://urlhaus.abuse.ch/url/3466950/,Abjuri5t
3466933,2025-03-05 06:26:46,https://img1.wsimg.com/blobby/go/c272bee0-a4e4-45f4-a8ce-0b066973e0cb/downloads/gateman_wk_20_english_manual.pdf,online,2026-04-25 14:34:14,malware_download,"FakeCaptcha,Netskope,PDF,seopoisoning",https://urlhaus.abuse.ch/url/3466933/,Abjuri5t
3466911,2025-03-05 06:26:40,https://img1.wsimg.com/blobby/go/a618ca0f-2608-47c2-ab22-bbc2ca127bb7/downloads/saziva.pdf,online,2026-04-25 15:16:35,malware_download,"FakeCaptcha,Netskope,PDF,seopoisoning",https://urlhaus.abuse.ch/url/3466911/,Abjuri5t
3466873,2025-03-05 06:26:32,https://img1.wsimg.com/blobby/go/4d2b55bf-cda3-4071-bf2e-8c27282b789f/downloads/chambre_de_tirage_telecom.pdf,online,2026-04-25 15:06:49,malware_download,"FakeCaptcha,Netskope,PDF,seopoisoning",https://urlhaus.abuse.ch/url/3466873/,Abjuri5t
3466861,2025-03-05 06:26:31,https://img1.wsimg.com/blobby/go/3d0a6e54-c95b-4e67-871e-882f39f9c203/downloads/77235011630.pdf,online,2026-04-25 14:34:41,malware_download,"FakeCaptcha,Netskope,PDF,seopoisoning",https://urlhaus.abuse.ch/url/3466861/,Abjuri5t
3466845,2025-03-05 06:26:28,https://img1.wsimg.com/blobby/go/62bebe3a-24c2-4a56-9b26-65d7a4a8233d/downloads/xijawef.pdf,online,2026-04-25 15:07:38,malware_download,"FakeCaptcha,Netskope,PDF,seopoisoning",https://urlhaus.abuse.ch/url/3466845/,Abjuri5t
3466849,2025-03-05 06:26:28,https://img1.wsimg.com/blobby/go/3ccd9234-721c-480b-91a1-84bae34c2069/downloads/votudomafuze.pdf,online,2026-04-25 15:20:31,malware_download,"FakeCaptcha,Netskope,PDF,seopoisoning",https://urlhaus.abuse.ch/url/3466849/,Abjuri5t
3466839,2025-03-05 06:26:27,https://img1.wsimg.com/blobby/go/d89879dd-a0f6-4cd8-8b66-99c2d6e48b2c/downloads/ludejawirusoxodofe.pdf,online,2026-04-25 15:06:24,malware_download,"FakeCaptcha,Netskope,PDF,seopoisoning",https://urlhaus.abuse.ch/url/3466839/,Abjuri5t
3466843,2025-03-05 06:26:27,https://img1.wsimg.com/blobby/go/4402180a-d4b9-4c2e-b606-353fcb7d5a18/downloads/4959938645.pdf,online,2026-04-25 14:36:47,malware_download,"FakeCaptcha,Netskope,PDF,seopoisoning",https://urlhaus.abuse.ch/url/3466843/,Abjuri5t
3466827,2025-03-05 06:26:24,https://img1.wsimg.com/blobby/go/804274b4-5f10-4c26-9de6-df56f38aac7c/downloads/attestation_de_non_affiliation_cnas_algerie.pdf,online,2026-04-25 15:08:45,malware_download,"FakeCaptcha,Netskope,PDF,seopoisoning",https://urlhaus.abuse.ch/url/3466827/,Abjuri5t
3466706,2025-03-05 06:26:02,https://img1.wsimg.com/blobby/go/d89879dd-a0f6-4cd8-8b66-99c2d6e48b2c/downloads/rotem_sigma_user_manual.pdf,online,2026-04-25 15:23:35,malware_download,"FakeCaptcha,Netskope,PDF,seopoisoning",https://urlhaus.abuse.ch/url/3466706/,Abjuri5t
3466648,2025-03-05 06:25:51,https://img1.wsimg.com/blobby/go/d89879dd-a0f6-4cd8-8b66-99c2d6e48b2c/downloads/livro_pesquisa_bibliografica.pdf,online,2026-04-25 15:52:21,malware_download,"FakeCaptcha,Netskope,PDF,seopoisoning",https://urlhaus.abuse.ch/url/3466648/,Abjuri5t
3466650,2025-03-05 06:25:51,https://img1.wsimg.com/blobby/go/37ff6e83-e399-4f09-b7f3-13b9438039c2/downloads/54456550535.pdf,online,2026-04-25 14:23:18,malware_download,"FakeCaptcha,Netskope,PDF,seopoisoning",https://urlhaus.abuse.ch/url/3466650/,Abjuri5t
3466607,2025-03-05 06:25:41,https://img1.wsimg.com/blobby/go/4402180a-d4b9-4c2e-b606-353fcb7d5a18/downloads/82707682561.pdf,online,2026-04-25 14:57:46,malware_download,"FakeCaptcha,Netskope,PDF,seopoisoning",https://urlhaus.abuse.ch/url/3466607/,Abjuri5t
3466568,2025-03-05 06:25:34,https://img1.wsimg.com/blobby/go/4490da21-0774-43c2-8f10-26fe1384ffab/downloads/convention_collective_ucanss_mutatio.pdf,online,2026-04-25 14:20:02,malware_download,"FakeCaptcha,Netskope,PDF,seopoisoning",https://urlhaus.abuse.ch/url/3466568/,Abjuri5t
3466564,2025-03-05 06:25:33,https://img1.wsimg.com/blobby/go/c29905cb-cab1-47d6-9263-d073f5bcab67/downloads/manually_update_officescan_server.pdf,online,2026-04-25 14:55:03,malware_download,"FakeCaptcha,Netskope,PDF,seopoisoning",https://urlhaus.abuse.ch/url/3466564/,Abjuri5t
3466542,2025-03-05 06:25:29,https://img1.wsimg.com/blobby/go/cdf9b72e-240a-4a41-ac28-e187be75db3e/downloads/10008295817.pdf,online,2026-04-25 14:18:51,malware_download,"FakeCaptcha,Netskope,PDF,seopoisoning",https://urlhaus.abuse.ch/url/3466542/,Abjuri5t
3466515,2025-03-05 06:25:24,https://img1.wsimg.com/blobby/go/c29905cb-cab1-47d6-9263-d073f5bcab67/downloads/pipe_fittings_surface_area_chart.pdf,online,2026-04-25 14:15:56,malware_download,"FakeCaptcha,Netskope,PDF,seopoisoning",https://urlhaus.abuse.ch/url/3466515/,Abjuri5t
3466522,2025-03-05 06:25:24,https://img1.wsimg.com/blobby/go/c2f5ec0b-52d8-40cb-8fa6-a66f6f891fa9/downloads/64630520522.pdf,online,2026-04-25 14:47:16,malware_download,"FakeCaptcha,Netskope,PDF,seopoisoning",https://urlhaus.abuse.ch/url/3466522/,Abjuri5t
